,source,target
0,33523201,1.3588825453462405e+18
1,33523201,1.1678652387730104e+18
2,33523201,1.5137234412953764e+18
3,33523201,9.532243457316413e+17
4,33523201,38184679.0
5,33523201,298638618.0
6,33523201,1.475187989915517e+18
7,33523201,2669887278.0
8,33523201,248959043.0
9,33523201,7.653265256883773e+17
10,33523201,3242118219.0
11,33523201,351357554.0
12,33523201,2978254899.0
13,33523201,195864949.0
14,33523201,1.522242424168489e+18
15,33523201,53698084.0
16,33523201,1.1944304775176233e+18
17,33523201,1.4846606515869942e+18
18,33523201,1.511283489609552e+18
19,33523201,1.233383476310745e+18
20,33523201,1.0457532402588344e+18
21,33523201,1.0197873113563013e+18
22,33523201,8.250039972747633e+17
23,33523201,1.3755373965031752e+18
24,33523201,1.0509351459503022e+18
25,33523201,54539654.0
26,33523201,1.3100044238931558e+18
27,33523201,2154109453.0
28,33523201,1.3823184918150472e+18
29,33523201,8.500171266016952e+17
30,33523201,1.3550148915858637e+18
31,33523201,1.250686308210684e+18
32,33523201,1.394511303033729e+18
33,33523201,1.3585599428993597e+18
34,33523201,1.250957051385258e+18
35,33523201,1.372179866167165e+18
36,33523201,7.892187494927155e+17
37,33523201,8.080253969857987e+17
38,33523201,1.343279637250646e+18
39,33523201,1.2395989517094543e+18
40,33523201,478156159.0
41,33523201,1.2020963633847788e+18
42,33523201,1.0206915913407447e+18
43,33523201,58340662.0
44,33523201,9.294320824090255e+17
45,33523201,1.1983862023968317e+18
46,33523201,165146448.0
47,33523201,1.1286346506146939e+18
48,33523201,9.91273556075049e+17
49,33523201,135743386.0
50,33523201,7.034525737941811e+17
51,33523201,4307327236.0
52,33523201,4189954937.0
53,33523201,3033080139.0
54,33523201,2793367485.0
55,33523201,2828831821.0
56,33523201,68578973.0
57,33523201,2219403101.0
58,33523201,2239127574.0
59,33523201,69306609.0
60,33523201,33733141.0
61,33523201,554023114.0
62,33523201,437470344.0
63,33523201,41423774.0
64,33523201,350859937.0
65,33523201,306456250.0
66,33523201,264227697.0
67,33523201,13248362.0
68,33523201,190334995.0
69,33523201,91633273.0
70,33523201,164357753.0
71,33523201,73129360.0
72,33523201,170549961.0
73,33523201,46152686.0
74,33523201,186949750.0
75,33523201,189430160.0
76,33523201,135744056.0
77,33523201,121147831.0
78,33523201,19713626.0
79,33523201,18761897.0
80,33523201,45582524.0
81,33523201,55235845.0
82,33523201,33507966.0
83,33523201,17290967.0
84,33523201,44710824.0
85,33523201,52120667.0
86,33523201,49726967.0
87,33523201,49686358.0
88,33523201,49612731.0
0,1167865238773010433,1.2269301096990515e+18
1,1167865238773010433,2732603918.0
2,1167865238773010433,1.4635324266265354e+18
3,1167865238773010433,1.4898189597633577e+18
4,1167865238773010433,1.5414645142222438e+18
5,1167865238773010433,509321609.0
6,1167865238773010433,1.5773457032900608e+18
7,1167865238773010433,3396518512.0
8,1167865238773010433,1.3776939020990874e+18
9,1167865238773010433,621471006.0
10,1167865238773010433,158166782.0
11,1167865238773010433,3388439193.0
12,1167865238773010433,1.1190484470578913e+18
13,1167865238773010433,1.3528141106359214e+18
14,1167865238773010433,1.0725513110512927e+18
15,1167865238773010433,69648196.0
16,1167865238773010433,1.1531713401800376e+18
17,1167865238773010433,1.186473393400488e+18
18,1167865238773010433,1.3755068175775334e+18
19,1167865238773010433,206392147.0
20,1167865238773010433,1.4476592294274212e+18
21,1167865238773010433,1068895262.0
22,1167865238773010433,1.5613947151063695e+18
23,1167865238773010433,149874999.0
24,1167865238773010433,1.4136394323857981e+18
25,1167865238773010433,1.524396638252454e+18
26,1167865238773010433,1.3364451857362698e+18
27,1167865238773010433,2782150563.0
28,1167865238773010433,33959981.0
29,1167865238773010433,1.2669374358601073e+18
30,1167865238773010433,1.5760342571175813e+18
31,1167865238773010433,1.5284441207794442e+18
32,1167865238773010433,1.1063454126828339e+18
33,1167865238773010433,1.5618882287345418e+18
34,1167865238773010433,1.5682343131199406e+18
35,1167865238773010433,8.18194310457856e+17
36,1167865238773010433,1.5748379589051392e+18
37,1167865238773010433,77456059.0
38,1167865238773010433,8.805486778148086e+17
39,1167865238773010433,1.5690020407469752e+18
40,1167865238773010433,1.3484049235248538e+18
41,1167865238773010433,9.809601943719567e+17
42,1167865238773010433,9.091159570035876e+17
43,1167865238773010433,716371112.0
44,1167865238773010433,1.5740974821115044e+18
45,1167865238773010433,1.2763203512412856e+18
46,1167865238773010433,1.2748286850493194e+18
47,1167865238773010433,1.122134849480024e+18
48,1167865238773010433,1.3294563823960023e+18
49,1167865238773010433,1.0013211951853609e+18
50,1167865238773010433,1.4722783606467215e+18
51,1167865238773010433,1938512402.0
52,1167865238773010433,2422824896.0
53,1167865238773010433,1.5742304626246656e+18
54,1167865238773010433,1.1643821714796626e+18
55,1167865238773010433,1.570145635524911e+18
56,1167865238773010433,1.3265964347251302e+18
57,1167865238773010433,9.210550074657055e+17
58,1167865238773010433,1.5225880941129646e+18
59,1167865238773010433,2759618225.0
60,1167865238773010433,1.3540515693612974e+18
61,1167865238773010433,1.376054300380631e+18
62,1167865238773010433,1.1208081505994383e+18
63,1167865238773010433,1.3012157939344794e+18
64,1167865238773010433,1.5427086976375235e+18
65,1167865238773010433,1.5704985586540216e+18
66,1167865238773010433,7.660651409114685e+17
67,1167865238773010433,1.0331372560543703e+18
68,1167865238773010433,8.740789433930547e+17
69,1167865238773010433,1.2739584311420928e+18
70,1167865238773010433,3946563803.0
71,1167865238773010433,1.3816365886361436e+18
72,1167865238773010433,1.2703863699831316e+18
73,1167865238773010433,268617507.0
74,1167865238773010433,1.2299491616651715e+18
75,1167865238773010433,1.4265634912851517e+18
76,1167865238773010433,1.1447691794568151e+18
77,1167865238773010433,1.0761946294045778e+18
78,1167865238773010433,1.0349343734711419e+18
79,1167865238773010433,7.166157591501005e+17
80,1167865238773010433,385986352.0
81,1167865238773010433,7.189411904444908e+17
82,1167865238773010433,1.5584886159776317e+18
83,1167865238773010433,9.719108050285896e+17
84,1167865238773010433,4047789617.0
85,1167865238773010433,1.4629547534203658e+18
86,1167865238773010433,1.1330957856237076e+18
87,1167865238773010433,1879366478.0
88,1167865238773010433,1.0911746844969329e+18
89,1167865238773010433,295888606.0
90,1167865238773010433,1.308844064717054e+18
91,1167865238773010433,1.552122483112829e+18
92,1167865238773010433,1.501685977399636e+18
93,1167865238773010433,9.62883558456152e+17
94,1167865238773010433,1.4450368577340867e+18
95,1167865238773010433,1.3229535232989716e+18
96,1167865238773010433,1.5108822089276948e+18
97,1167865238773010433,1.2374474630254592e+18
98,1167865238773010433,574060748.0
99,1167865238773010433,2733803260.0
100,1167865238773010433,1.3892756985446605e+18
101,1167865238773010433,1.5697483298142659e+18
102,1167865238773010433,1.5695119753020867e+18
103,1167865238773010433,1.3946909643552236e+18
104,1167865238773010433,1.3465410820127498e+18
105,1167865238773010433,1.2414026803812557e+18
106,1167865238773010433,162123473.0
107,1167865238773010433,176301864.0
108,1167865238773010433,1.5618498868820132e+18
109,1167865238773010433,1.5548153646047724e+18
110,1167865238773010433,1.2824282574014792e+18
111,1167865238773010433,1.153650415315116e+18
112,1167865238773010433,1.2146836931025797e+18
113,1167865238773010433,1.2226132945712497e+18
114,1167865238773010433,4826406226.0
115,1167865238773010433,9.384894220599173e+17
116,1167865238773010433,9.471750643231539e+17
117,1167865238773010433,1.55083910888448e+18
118,1167865238773010433,7.598097708784026e+17
119,1167865238773010433,2549291993.0
120,1167865238773010433,1.1733242034849956e+18
121,1167865238773010433,1.0058264933800223e+18
122,1167865238773010433,3401293456.0
123,1167865238773010433,9.4071048233549e+17
124,1167865238773010433,7.522295265460552e+17
125,1167865238773010433,9.97841265470378e+17
126,1167865238773010433,9.686542569108808e+17
127,1167865238773010433,2157033499.0
128,1167865238773010433,9.691870594401935e+17
129,1167865238773010433,1.5584797147964252e+18
130,1167865238773010433,1.5172907683182797e+18
131,1167865238773010433,8.003789371089388e+17
132,1167865238773010433,275758780.0
133,1167865238773010433,398461357.0
134,1167865238773010433,9.559419866531635e+17
135,1167865238773010433,74170776.0
136,1167865238773010433,1.566732125272957e+18
137,1167865238773010433,1.5674523019414077e+18
138,1167865238773010433,1.5651139318191104e+18
139,1167865238773010433,1.4275981787449508e+18
140,1167865238773010433,1.4276858362131784e+18
141,1167865238773010433,2641770730.0
142,1167865238773010433,1.4785129864279982e+18
143,1167865238773010433,1.4733883173036237e+18
144,1167865238773010433,2923306133.0
145,1167865238773010433,7.475535957893038e+17
146,1167865238773010433,329363544.0
147,1167865238773010433,1.4350036628086252e+18
148,1167865238773010433,1.3725582903040082e+18
149,1167865238773010433,1.558892298955473e+18
150,1167865238773010433,3417054873.0
151,1167865238773010433,1.5663640487316398e+18
152,1167865238773010433,9.336693989797274e+17
153,1167865238773010433,1.5400414054766428e+18
154,1167865238773010433,4890528797.0
155,1167865238773010433,1.301123185522471e+18
156,1167865238773010433,1.0313131319922196e+18
157,1167865238773010433,1.427677997050499e+18
158,1167865238773010433,1.5242211496426414e+18
159,1167865238773010433,1.5216325305831956e+18
160,1167865238773010433,1.4833965994347356e+18
161,1167865238773010433,1.1047952684348785e+18
162,1167865238773010433,1.3002009317751316e+18
163,1167865238773010433,1.5628138859832975e+18
164,1167865238773010433,1.4546696344776417e+18
165,1167865238773010433,1.4864961863705969e+18
166,1167865238773010433,1.553389807279022e+18
167,1167865238773010433,1.5133913063782932e+18
168,1167865238773010433,9.090750730841375e+17
169,1167865238773010433,1.5342266965300224e+18
170,1167865238773010433,1.382370219247698e+18
171,1167865238773010433,1.558986822516179e+18
172,1167865238773010433,1.1374307815493386e+18
173,1167865238773010433,268419624.0
174,1167865238773010433,973074883.0
175,1167865238773010433,1.5281067134879252e+18
176,1167865238773010433,1.4047745565193134e+18
177,1167865238773010433,1.4224058497593303e+18
178,1167865238773010433,608226703.0
179,1167865238773010433,1.3325313066228244e+18
180,1167865238773010433,7.60165095573971e+17
181,1167865238773010433,2159760596.0
182,1167865238773010433,2227018592.0
183,1167865238773010433,988698216.0
184,1167865238773010433,2862853173.0
185,1167865238773010433,2155942851.0
186,1167865238773010433,129052877.0
187,1167865238773010433,1.5566689801018778e+18
188,1167865238773010433,1.5450666839661486e+18
189,1167865238773010433,1674354181.0
190,1167865238773010433,1.4984251253011005e+18
191,1167865238773010433,145140445.0
192,1167865238773010433,8.539183818625147e+17
193,1167865238773010433,1.554236119444865e+18
194,1167865238773010433,1.5575035082317783e+18
195,1167865238773010433,1.1708503720360428e+18
196,1167865238773010433,1.3486932551693885e+18
197,1167865238773010433,81192685.0
198,1167865238773010433,1.245922434504708e+18
199,1167865238773010433,1.546262690397651e+18
200,1167865238773010433,1.4204863629486408e+18
201,1167865238773010433,323011435.0
202,1167865238773010433,1.1757307740725412e+18
203,1167865238773010433,1.3190388048927498e+18
204,1167865238773010433,1.0427252611486106e+18
205,1167865238773010433,7.609795139667231e+17
206,1167865238773010433,64465137.0
207,1167865238773010433,2975182109.0
208,1167865238773010433,8.769883013450056e+17
209,1167865238773010433,405696355.0
210,1167865238773010433,1.553856009482928e+18
211,1167865238773010433,1.5554891502072668e+18
212,1167865238773010433,1.5008470491047608e+18
213,1167865238773010433,1.0458763410344264e+18
214,1167865238773010433,1.2252614531181445e+18
215,1167865238773010433,1.521347768849154e+18
216,1167865238773010433,1.5517010438216417e+18
217,1167865238773010433,1.5545820397515284e+18
218,1167865238773010433,1.550338856016261e+18
219,1167865238773010433,1.221792473124692e+18
220,1167865238773010433,1.5289302502976922e+18
221,1167865238773010433,427954834.0
222,1167865238773010433,1.5396822634991616e+18
223,1167865238773010433,176214174.0
224,1167865238773010433,1.0704177058560573e+18
225,1167865238773010433,1117621494.0
226,1167865238773010433,1.4887218367749325e+18
227,1167865238773010433,37378023.0
228,1167865238773010433,180085923.0
229,1167865238773010433,1.538222163873915e+18
230,1167865238773010433,1.5216109857522196e+18
231,1167865238773010433,1.5479818553196626e+18
232,1167865238773010433,128278733.0
233,1167865238773010433,1.5443654763310203e+18
234,1167865238773010433,490312669.0
235,1167865238773010433,1.554186721629184e+18
236,1167865238773010433,4685210755.0
237,1167865238773010433,1.2331920350305772e+18
238,1167865238773010433,1.5535670291893494e+18
239,1167865238773010433,1.4504840935320822e+18
240,1167865238773010433,9.903239353328435e+17
241,1167865238773010433,269850602.0
242,1167865238773010433,1.550961233666392e+18
243,1167865238773010433,1.5527761078285558e+18
244,1167865238773010433,1.4416363876571587e+18
245,1167865238773010433,8.849345483997716e+17
246,1167865238773010433,1.547308917998469e+18
247,1167865238773010433,581421867.0
248,1167865238773010433,1.47122744164975e+18
249,1167865238773010433,357795947.0
250,1167865238773010433,1.4422628459371848e+18
251,1167865238773010433,1.5515261351037338e+18
252,1167865238773010433,196437000.0
253,1167865238773010433,1.1493861227301192e+18
254,1167865238773010433,1.1977930183734518e+18
255,1167865238773010433,1.4913607432871363e+18
256,1167865238773010433,8.55597281680216e+17
